fever,cough,headache,fatigue,body_pain,shortness_of_breath,diarrhea,runny_nose,sore_throat,loss_of_taste_or_smell,nausea,vomiting,chest_pain,skin_rash,joint_pain,dizziness,chills,abdominal_pain,confusion,swelling,blurred_vision,increased_thirst,weight_loss,night_sweats,loss_of_appetite,muscle_weakness,tremors,seizures,jaundice,swollen_lymph_nodes,palpitations,numbness_or_tingling,difficulty_swallowing,bruising_easily,hair_loss,dry_mouth,frequent_urination,vision_loss,hearing_loss,itching,constipation,memory_loss,bone_pain,irregular_heartbeat,wheezing,sensitivity_to_light,sensitivity_to_sound,muscle_cramps,stiff_neck,excessive_sweating,blood_in_urine,blood_in_stool,mouth_ulcers,joint_swelling,balance_problems,slurred_speech,personality_changes,sleep_disturbances,pale_skin,cold_intolerance,heat_intolerance,swollen_glands,abnormal_bleeding,dark_urine,clay_colored_stools,tingling_in_extremities,eye_pain,tinnitus,swollen_abdomen,difficulty_concentrating,abnormal_weight_gain,chronic_cough,muscle_stiffness,disease,medication,nutrition,advice
1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alzheimer's Disease,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins","consider Cognitive Tests, and consult a Neurologist. Mental exercises and a healthy diet are recommended."
1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Hemophilia,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins","you should have Blood Tests, and see a Hematologist. Medication and avoiding injuries are crucial."
0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Sickle Cell Anemia,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins","consider Blood Tests, and consult a Hematologist. Hydration and regular checkups are important."
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Allergic Rhinitis,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider an Allergy Test  and consult an Allergist. Avoid allergens and use antihistamines.
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Conjunctivitis,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider an Eye Exam  and see an Ophthalmologist. Maintain hygiene and avoid touching eyes.
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gout,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a Blood Test for Uric Acid  and consult a Rheumatologist. Avoid purine-rich foods and stay hydrated.
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Osteoporosis,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider a Bone Density Test  and see an Endocrinologist. Ensure calcium intake and exercise regularly.
1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Rheumatoid Arthritis,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a Blood Test and X-ray  and consult a Rheumatologist. Medication and physical therapy are important.
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psoriasis,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider a Skin Biopsy  and see a Dermatologist. Use moisturizers and avoid stress.
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eczema,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a Skin Test  and consult a Dermatologist. Use hypoallergenic products and avoid irritants.
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anaphylaxis,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider an Allergy Test  and see an Allergist. Carry an epinephrine auto-injector and avoid allergens.
1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mononucleosis,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a Blood Test  and consult a Pediatrician. Rest and stay hydrated.
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strep Throat,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider a Throat Culture  and see a Primary Care Physician. Maintain hygiene and complete antibiotics.
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tonsillitis,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a Throat Culture  and consult an ENT Specialist. Maintain hygiene and gargle with salt water.
1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gastroenteritis,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider a Stool Test  and consult a Gastroenterologist. Stay hydrated and maintain hygiene.
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peptic Ulcer Disease,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have an Endoscopy  and consult a Gastroenterologist. Avoid spicy foods and manage stress.
1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Appendicitis,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a CT Scan  and consult a Surgeon. Seek immediate medical attention.
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diverticulitis,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a CT Scan  and consult a Gastroenterologist. Follow a high-fiber diet.
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kidney Stones,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider a CT Scan  and consult a Urologist. Stay hydrated and reduce salt intake.
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary Tract Infection,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a Urine Test  and consult a Urologist. Stay hydrated and maintain hygiene.
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Chronic Kidney Disease,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider a Blood Test and Ultrasound  and consult a Nephrologist. Monitor blood pressure and follow a low-salt diet.
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Type 1 Diabetes,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a Blood Glucose Test  and consult an Endocrinologist. Monitor blood sugar and follow a balanced diet.
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Type 2 Diabetes,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider a Blood Glucose Test  and consult an Endocrinologist. Maintain a healthy weight and exercise regularly.
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Hypothyroidism,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a Thyroid Function Test  and consult an Endocrinologist. Take prescribed medication and monitor symptoms.
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hyperthyroidism,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider a Thyroid Function Test  and consult an Endocrinologist. Avoid iodine-rich foods and manage stress.
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cushing's Syndrome,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a Cortisol Test  and consult an Endocrinologist. Monitor symptoms and follow medical advice.
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Addison's Disease,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider a Cortisol Test  and consult an Endocrinologist. Take prescribed medication and manage stress.
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Breast Cancer,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a Mammogram  and consult an Oncologist. Regular screenings and a healthy lifestyle are recommended.
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prostate Cancer,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider a PSA Test  and consult an Oncologist. Regular screenings and a healthy diet are important.
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Colorectal Cancer,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a Colonoscopy  and consult an Oncologist. Regular screenings and a high-fiber diet are recommended.
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Skin Cancer (Melanoma),Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider a Skin Biopsy  and see a Dermatologist. Use sunscreen and avoid excessive sun exposure.
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Leukemia,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a Blood Test and Bone Marrow Biopsy  and consult an Oncologist. Regular checkups and a healthy lifestyle are important.
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Lymphoma,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a Lymph Node Biopsy  and consult an Oncologist. Regular checkups and avoiding infections are recommended.
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fibromyalgia,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a Blood Test  and consult a Rheumatologist. Manage stress and maintain a healthy lifestyle.
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chronic Fatigue Syndrome,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider a Blood Test  and consult a General Practitioner. Ensure adequate rest and manage stress.
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Endometriosis,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a Pelvic Ultrasound  and consult a Gynecologist. Manage pain and consider hormonal therapy.
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Polycystic Ovary Syndrome,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider a Pelvic Ultrasound and Blood Test  and consult a Gynecologist. Maintain a healthy weight and diet.
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Glaucoma,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have an Eye Exam  and consult an Ophthalmologist. Regular screenings and medication are important.
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cataracts,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider an Eye Exam  and consult an Ophthalmologist. Protect eyes from UV light and regular screenings.
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stroke,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a CT Scan and MRI  and consult a Neurologist. Manage blood pressure and maintain a healthy lifestyle.
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epilepsy,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider an EEG and MRI  and consult a Neurologist. Take prescribed medication and avoid triggers.
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Osteoarthritis,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have an X-ray  and consult a Rheumatologist. Maintain a healthy weight and exercise regularly.
1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pancreatitis,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have a CT Scan and Blood Test  and consult a Gastroenterologist. Avoid alcohol and follow a low-fat diet.
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Cirrhosis,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider a Liver Function Test  and consult a Gastroenterologist. Avoid alcohol and maintain a healthy diet.
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Atrial Fibrillation,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have an ECG  and consult a Cardiologist. Manage stress and avoid caffeine.
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deep Vein Thrombosis,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",consider an Ultrasound  and consult a Vascular Specialist. Stay active and avoid prolonged immobility.
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gallstones,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins",you should have an Ultrasound or CT Scan  and consult a Gastroenterologist. Maintain a healthy diet and avoid high-fat foods.
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Meniere's disease,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins","avoiding triggers like stress, loud noises, and weather changes, following a low-sodium diet, limiting caffeine and alcohol, and considering medications as prescribed by a doctor"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dysphagia,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins","maintaining an upright posture during meals, taking small bites and chewing thoroughly, avoiding distractions, and potentially using thickened liquids"
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tonsillitis,Consult pharmacist or physician,"Balanced diet, Hydration, Multivitamins","Throat Culture, consult an ENT Specialist,Maintain hygiene and gargle with salt water"
